name,manaCost,cmc,colors,colorIdentity,type,types,subtypes,rarity,set,setName,text,artist,number,power,toughness,layout,multiverseid,imageUrl,printings,originalText,originalType,id
Guest List,,0,,,Artifact — Contraption,Artifact,Contraption,Rare,UST,Unstable,"Whenever you crank Guest List, target creature gets -X/-X until end of turn, where X is the number of creature cards in its controller's graveyard.",Franz Vohwinkel,186,,,normal,439575,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439575&type=card,UST,"Whenever you crank Guest List, target creature gets -X/-X until end of turn, where X is the number of creature cards in its controller's graveyard.",Artifact — Contraption,8ca215b0f3709659d4194ad19910f38bc87a2e21
Hard Hat Area,,0,,,Artifact — Contraption,Artifact,Contraption,Mythic Rare,UST,Unstable,"Whenever you crank Hard Hat Area, roll two six-sided dice. Hard Hat Area assembles a number of Contraptions equal to the difference between those results. (To assemble a Contraption, put the top card of your Contraption deck face up onto one of your sprockets.)",Steve Prescott,187,,,normal,439576,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439576&type=card,UST,"Whenever you crank Hard Hat Area, roll two six-sided dice. Hard Hat Area assembles a number of Contraptions equal to the difference between those results. (To assemble a Contraption, put the top card of your Contraption deck face up onto one of your sprockets.)",Artifact — Contraption,a261ffa964673aeb5319c86a1d115b724ba9436a
Head Banger,,0,,,Artifact — Contraption,Artifact,Contraption,Common,UST,Unstable,"Whenever you crank Head Banger, target creature must be blocked this turn if able.",Steve Prescott,188,,,normal,439577,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439577&type=card,UST,"Whenever you crank Head Banger, target creature must be blocked this turn if able.",Artifact — Contraption,d79d140740c5e73dcbb7beee8720337e64fe45ae
Hypnotic Swirly Disc,,0,,,Artifact — Contraption,Artifact,Contraption,Rare,UST,Unstable,"Whenever you crank Hypnotic Swirly Disc, target player puts the top X cards of his or her library into his or her graveyard, where X is the number of creatures you control.",Ralph Horsley,189,,,normal,439578,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439578&type=card,UST,"Whenever you crank Hypnotic Swirly Disc, target player puts the top X cards of his or her library into his or her graveyard, where X is the number of creatures you control.",Artifact — Contraption,4b778397f643a33564b8d210cdfb60f8530eae88
Inflation Station,,0,,,Artifact — Contraption,Artifact,Contraption,Common,UST,Unstable,"Whenever you crank Inflation Station, target creature gets +3/+3 until end of turn.",Chuck Lukacs,190,,,normal,439579,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439579&type=card,UST,"Whenever you crank Inflation Station, target creature gets +3/+3 until end of turn.",Artifact — Contraption,76bbf758a65bb7da70fbaec1f226701a8e63fe8b
Insufferable Syphon,,0,,,Artifact — Contraption,Artifact,Contraption,Uncommon,UST,Unstable,"Whenever you crank Insufferable Syphon, target player discards a card.",Ralph Horsley,191,,,normal,439580,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439580&type=card,UST,"Whenever you crank Insufferable Syphon, target player discards a card.",Artifact — Contraption,2fb35ff5f2a9aac379ab71dcd7f3e0339b97a7d2
Jamming Device,,0,,,Artifact — Contraption,Artifact,Contraption,Uncommon,UST,Unstable,"Whenever you crank Jamming Device, creatures target player controls get -1/-1 until end of turn.",Franz Vohwinkel,192,,,normal,439581,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439581&type=card,UST,"Whenever you crank Jamming Device, creatures target player controls get -1/-1 until end of turn.",Artifact — Contraption,b8310818757084878f3fdb40cbdc72f38afce16c
Lackey Recycler,,0,,,Artifact — Contraption,Artifact,Contraption,Common,UST,Unstable,"Whenever you crank Lackey Recycler, put target creature card from your graveyard on top of your library.",Franz Vohwinkel,193,,,normal,439582,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439582&type=card,UST,"Whenever you crank Lackey Recycler, put target creature card from your graveyard on top of your library.",Artifact — Contraption,a002f184ee29f2c2fed3bc1d8c4adfdd024945f6
Mandatory Friendship Shackles,,0,,,Artifact — Contraption,Artifact,Contraption,Common,UST,Unstable,"Whenever you crank Mandatory Friendship Shackles, target creature gets -1/-1 until end of turn.",Franz Vohwinkel,194,,,normal,439583,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439583&type=card,UST,"Whenever you crank Mandatory Friendship Shackles, target creature gets -1/-1 until end of turn.",Artifact — Contraption,f4bdd792e0fa796f13f7c5c6bf8f8232b4d6482b
Neural Network,,0,,,Artifact — Contraption,Artifact,Contraption,Uncommon,UST,Unstable,"Whenever you crank Neural Network, gain control of target creature an opponent controls with power less than or equal to the number of creature cards in its controller's graveyard until end of turn. Untap that creature. It gains haste until end of turn.",Franz Vohwinkel,195,,,normal,439584,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439584&type=card,UST,"Whenever you crank Neural Network, gain control of target creature an opponent controls with power less than or equal to the number of creature cards in its controller's graveyard until end of turn. Untap that creature. It gains haste until end of turn.",Artifact — Contraption,bc86d080700a03e006ca9b9bf494729a2a7ff543
Oaken Power Suit,,0,,,Artifact — Contraption,Artifact,Contraption,Rare,UST,Unstable,"Whenever you crank Oaken Power Suit, target creature gets +X/+X until end of turn, where X is the greatest power among creatures you control.",Chuck Lukacs,196,,,normal,439585,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439585&type=card,UST,"Whenever you crank Oaken Power Suit, target creature gets +X/+X until end of turn, where X is the greatest power among creatures you control.",Artifact — Contraption,fcd4f74f82e7b4a8a7dd192042e8134b29848a7b
Optical Optimizer,,0,,,Artifact — Contraption,Artifact,Contraption,Uncommon,UST,Unstable,"Whenever you crank Optical Optimizer, until end of turn, target creature becomes an artifact in addition to its other types and gains ""{T}: Draw a card.""",Jason Felix,197,,,normal,439586,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439586&type=card,UST,"Whenever you crank Optical Optimizer, until end of turn, target creature becomes an artifact in addition to its other types and gains ""{T}: Draw a card.""",Artifact — Contraption,be9420da2b8d14f99b987c9e88247da1077443fc
Pet Project,,0,,,Artifact — Contraption,Artifact,Contraption,Mythic Rare,UST,Unstable,"Whenever you crank Pet Project, put target creature card from an opponent's graveyard onto the battlefield under your control.",Franz Vohwinkel,198,,,normal,439587,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439587&type=card,UST,"Whenever you crank Pet Project, put target creature card from an opponent's graveyard onto the battlefield under your control.",Artifact — Contraption,b86d7223619c1b91494d35170d00c4f01c890d7d
Quick-Stick Lick Trick,,0,,,Artifact — Contraption,Artifact,Contraption,Common,UST,Unstable,"Whenever you crank Quick-Stick Lick Trick, target creature gets +1/+1 and gains lifelink until end of turn.",Chuck Lukacs,199,,,normal,439588,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439588&type=card,UST,"Whenever you crank Quick-Stick Lick Trick, target creature gets +1/+1 and gains lifelink until end of turn.",Artifact — Contraption,eac42cbd74f74c5307a288c261ad840788638928
Rapid Prototyper,,0,,,Artifact — Contraption,Artifact,Contraption,Mythic Rare,UST,Unstable,"Whenever you crank Rapid Prototyper, create an X/X colorless Construct artifact creature token, where X is the number of artifacts you control.",Jason Felix,200,,,normal,439589,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439589&type=card,UST,"Whenever you crank Rapid Prototyper, create an X/X colorless Construct artifact creature token, where X is the number of artifacts you control.",Artifact — Contraption,da709435393afbd8e03471b85a31f9930d6464f8
Record Store,,0,,,Artifact — Contraption,Artifact,Contraption,Rare,UST,Unstable,"Whenever you crank Record Store, look at the top X cards of your library, where X is the number of artifacts you control. Put one of those cards into your hand and the rest on the bottom of your library in a random order.",Jason Felix,201,,,normal,439590,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439590&type=card,UST,"Whenever you crank Record Store, look at the top X cards of your library, where X is the number of artifacts you control. Put one of those cards into your hand and the rest on the bottom of your library in a random order.",Artifact — Contraption,9308e3f80e38020757b82aca527c412fab10d10f
Refibrillator,,0,,,Artifact — Contraption,Artifact,Contraption,Rare,UST,Unstable,"Whenever you crank Refibrillator, return target creature card from your graveyard to your hand.",Chuck Lukacs,202,,,normal,439591,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439591&type=card,UST,"Whenever you crank Refibrillator, return target creature card from your graveyard to your hand.",Artifact — Contraption,0c0838789fc73e5b1dd414bea0ce54b3e4bcd13d
Sap Sucker,,0,,G,Artifact — Contraption,Artifact,Contraption,Common,UST,Unstable,"Whenever you crank Sap Sucker, add {G} to your mana pool. Until end of turn, this mana doesn't empty from your mana pool as steps and phases end.",Chuck Lukacs,203,,,normal,439592,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439592&type=card,UST,"Whenever you crank Sap Sucker, add {G} to your mana pool. Until end of turn, this mana doesn't empty from your mana pool as steps and phases end.",Artifact — Contraption,dba4f52d8840a09c51d1fd98ef1aaf7a51daf17a
Sundering Fork,,0,,,Artifact — Contraption,Artifact,Contraption,Uncommon,UST,Unstable,"Whenever you crank Sundering Fork, destroy target artifact.",Franz Vohwinkel,204,,,normal,439593,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439593&type=card,UST,"Whenever you crank Sundering Fork, destroy target artifact.",Artifact — Contraption,a8913b8c450ef8fee4c1edbb57b7fb86d3c7ccec
Targeting Rocket,,0,,,Artifact — Contraption,Artifact,Contraption,Uncommon,UST,Unstable,"Whenever you crank Targeting Rocket, target creature blocks this turn if able.",Steve Prescott,205,,,normal,439594,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439594&type=card,UST,"Whenever you crank Targeting Rocket, target creature blocks this turn if able.",Artifact — Contraption,dadd12c062603976c5b20d45e5272d42c4f7d1d7
Thud-for-Duds,,0,,,Artifact — Contraption,Artifact,Contraption,Uncommon,UST,Unstable,"Whenever you crank Thud-for-Duds, roll two six-sided dice. Thud-for-Duds deals damage to target creature equal to the difference between those results.",Steve Prescott,206,,,normal,439595,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439595&type=card,UST,"Whenever you crank Thud-for-Duds, roll two six-sided dice. Thud-for-Duds deals damage to target creature equal to the difference between those results.",Artifact — Contraption,9a0b37b8a7ac6cd22dc3ea83132281b099f3b951
Top-Secret Tunnel,,0,,,Artifact — Contraption,Artifact,Contraption,Common,UST,Unstable,"Whenever you crank Top-Secret Tunnel, target creature can't be blocked this turn.",Ralph Horsley,207,,,normal,439596,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439596&type=card,UST,"Whenever you crank Top-Secret Tunnel, target creature can't be blocked this turn.",Artifact — Contraption,d7a45c6406c2af46df8bb871c1a4029a88dd9e67
Tread Mill,,0,,,Artifact — Contraption,Artifact,Contraption,Common,UST,Unstable,"Whenever you crank Tread Mill, until end of turn, target creature gets +1/+2, gains vigilance, and becomes an artifact in addition to its other types.",Jason Felix,208,,,normal,439597,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439597&type=card,UST,"Whenever you crank Tread Mill, until end of turn, target creature gets +1/+2, gains vigilance, and becomes an artifact in addition to its other types.",Artifact — Contraption,c6c6a2b86a9cd2c3b0faa03fd9fc7ea27470dc4d
Turbo-Thwacking Auto-Hammer,,0,,,Artifact — Contraption,Artifact,Contraption,Uncommon,UST,Unstable,"Whenever you crank Turbo-Thwacking Auto-Hammer, target creature gains double strike until end of turn.",Steve Prescott,209,,,normal,439598,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439598&type=card,UST,"Whenever you crank Turbo-Thwacking Auto-Hammer, target creature gains double strike until end of turn.",Artifact — Contraption,040cd82d38b6a494412debf1d10f399324d463ee
Twiddlestick Charger,,0,,,Artifact — Contraption,Artifact,Contraption,Common,UST,Unstable,"Whenever you crank Twiddlestick Charger, tap or untap target creature.",Ralph Horsley,210,,,normal,439599,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439599&type=card,UST,"Whenever you crank Twiddlestick Charger, tap or untap target creature.",Artifact — Contraption,925e4181932af33d72a85a11582cb5f120e030b8
Widget Contraption,,0,,,Artifact — Contraption,Artifact,Contraption,Uncommon,UST,Unstable,"Whenever you crank Widget Contraption, it assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",Jason Felix,211,,,normal,439600,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439600&type=card,UST,"Whenever you crank Widget Contraption, it assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",Artifact — Contraption,62f8f9fafbc6f5c3560fd2c7e189514c22ae976d
Plains,,0,,W,Basic Land — Plains,Land,Plains,Basic Land,UST,Unstable,,John Avon,212,,,normal,439601,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439601&type=card,LEA,,Basic Land — Plains,501440ed1f0814e9ba812ad9f36ff69053fd0b42
